request_id,request_dt,service_type,priority,expected_minutes,due_dt,status,completed_dt
R0000814,2025-11-17 21:31:23,FrontDesk,Standard,12,2025-11-18 00:16:23,Completed,2025-11-17 21:56:23
R0000815,2025-11-17 17:35:43,Maintenance,Standard,55,2025-11-17 19:11:43,Completed,2025-11-17 18:38:43
R0000816,2025-11-17 11:44:35,Maintenance,Standard,55,2025-11-17 13:36:35,Completed,2025-11-17 12:58:35
R0000817,2025-11-17 19:31:36,FrontDesk,Standard,12,2025-11-17 21:10:36,Completed,2025-11-17 19:49:36
R0000818,2025-11-17 11:07:36,FrontDesk,Standard,12,2025-11-17 13:56:36,Completed,2025-11-17 11:38:36
R0000819,2025-11-17 12:30:14,F&B,Standard,25,2025-11-17 14:46:14,Completed,2025-11-17 13:05:14
R0000820,2025-11-17 07:23:05,Housekeeping,Standard,35,2025-11-17 08:29:05,Completed,2025-11-17 08:05:05
R0000821,2025-11-17 15:08:11,Housekeeping,Standard,35,2025-11-17 16:48:11,Completed,2025-11-17 15:39:11
R0000822,2025-11-17 13:46:46,Housekeeping,Standard,35,2025-11-17 14:53:46,Completed,2025-11-17 14:58:46
R0000823,2025-11-17 09:27:55,F&B,Urgent,12,2025-11-17 09:49:55,Completed,2025-11-17 09:50:55
R0000824,2025-11-17 18:42:55,Housekeeping,Standard,35,2025-11-17 21:34:55,Open,
R0000825,2025-11-17 18:08:43,FrontDesk,Standard,12,2025-11-17 20:04:43,Completed,2025-11-17 18:29:43
R0000826,2025-11-17 15:55:52,F&B,Standard,25,2025-11-17 17:42:52,Completed,2025-11-17 16:35:52
R0000827,2025-11-17 21:22:17,Housekeeping,Standard,35,2025-11-18 00:18:17,In_Progress,
R0000828,2025-11-17 13:31:45,Housekeeping,Standard,35,2025-11-17 14:31:45,In_Progress,
R0000829,2025-11-17 11:33:54,Maintenance,Standard,55,2025-11-17 14:29:54,Completed,2025-11-17 12:55:54
R0000830,2025-11-17 21:30:59,Housekeeping,Standard,35,2025-11-17 23:18:59,Completed,2025-11-17 22:29:59
R0000831,2025-11-17 10:13:22,Housekeeping,Standard,35,2025-11-17 12:39:22,Completed,2025-11-17 10:42:22
R0000832,2025-11-17 20:15:02,Housekeeping,Standard,35,2025-11-17 22:55:02,Completed,2025-11-17 20:48:02
R0000833,2025-11-17 09:54:25,Maintenance,Standard,55,2025-11-17 12:31:25,Completed,2025-11-17 10:24:25
R0000834,2025-11-17 16:33:58,Maintenance,Standard,55,2025-11-17 18:21:58,Completed,2025-11-17 17:49:58
R0000835,2025-11-17 20:56:21,F&B,Urgent,12,2025-11-17 21:33:21,Open,
R0000836,2025-11-17 21:23:31,Housekeeping,Standard,35,2025-11-17 23:15:31,Completed,2025-11-17 22:23:31
R0000837,2025-11-17 21:39:26,Housekeeping,Standard,35,2025-11-17 22:54:26,Completed,2025-11-17 22:25:26
R0000838,2025-11-17 12:39:56,F&B,Standard,25,2025-11-17 14:37:56,Completed,2025-11-17 13:03:56
R0000839,2025-11-17 14:36:23,F&B,Standard,25,2025-11-17 17:07:23,Completed,2025-11-17 15:22:23
R0000840,2025-11-17 11:38:42,F&B,Standard,25,2025-11-17 12:51:42,In_Progress,
R0000841,2025-11-17 11:35:56,Housekeeping,Standard,35,2025-11-17 13:57:56,Completed,2025-11-17 12:42:56
R0000842,2025-11-17 18:03:53,F&B,Standard,25,2025-11-17 20:17:53,Completed,2025-11-17 18:33:53
R0000843,2025-11-17 14:27:17,Housekeeping,Standard,35,2025-11-17 16:45:17,Completed,2025-11-17 15:32:17
R0000844,2025-11-17 21:26:29,F&B,Urgent,12,2025-11-17 21:55:29,Completed,2025-11-17 21:45:29
R0000845,2025-11-17 15:55:03,F&B,Standard,25,2025-11-17 17:15:03,Completed,2025-11-17 16:34:03
R0000846,2025-11-17 11:41:44,FrontDesk,Standard,12,2025-11-17 14:11:44,Completed,2025-11-17 12:16:44
R0000847,2025-11-17 21:52:33,F&B,Standard,25,2025-11-18 00:32:33,Completed,2025-11-17 22:18:33
R0000848,2025-11-17 17:43:20,F&B,Standard,25,2025-11-17 19:44:20,Completed,2025-11-17 18:08:20
R0000849,2025-11-17 13:35:13,F&B,Urgent,12,2025-11-17 14:33:13,Completed,2025-11-17 13:47:13
R0000850,2025-11-17 11:07:29,Housekeeping,Urgent,18,2025-11-17 11:29:29,Completed,2025-11-17 11:22:29
R0000851,2025-11-17 19:48:43,FrontDesk,Standard,12,2025-11-17 21:25:43,Completed,2025-11-17 20:26:43
R0000852,2025-11-17 08:53:46,Housekeeping,Standard,35,2025-11-17 10:51:46,Completed,2025-11-17 09:38:46
R0000853,2025-11-17 14:49:02,F&B,Standard,25,2025-11-17 17:20:02,Completed,2025-11-17 15:17:02
R0000854,2025-11-17 15:04:31,Housekeeping,Standard,35,2025-11-17 16:34:31,Completed,2025-11-17 15:32:31
R0000855,2025-11-17 21:29:28,Housekeeping,Standard,35,2025-11-17 23:34:28,Completed,2025-11-17 22:19:28
R0000856,2025-11-17 21:33:02,Housekeeping,Standard,35,2025-11-17 22:57:02,Completed,2025-11-17 22:44:02
R0000857,2025-11-17 21:04:47,F&B,Standard,25,2025-11-17 23:56:47,Completed,2025-11-17 21:45:47
R0000858,2025-11-17 21:21:58,F&B,Standard,25,2025-11-17 23:49:58,Completed,2025-11-17 21:59:58
R0000859,2025-11-17 07:57:10,FrontDesk,Standard,12,2025-11-17 09:24:10,Completed,2025-11-17 08:32:10
R0000860,2025-11-17 11:10:38,FrontDesk,Standard,12,2025-11-17 12:52:38,Completed,2025-11-17 11:36:38
R0000861,2025-11-17 14:36:09,Maintenance,Standard,55,2025-11-17 15:48:09,Completed,2025-11-17 15:03:09
R0000862,2025-11-17 19:30:49,Housekeeping,Standard,35,2025-11-17 21:32:49,Completed,2025-11-17 20:16:49
R0000863,2025-11-17 11:09:47,Housekeeping,Standard,35,2025-11-17 12:21:47,Completed,2025-11-17 12:10:47
R0000864,2025-11-17 20:18:13,F&B,Standard,25,2025-11-17 21:38:13,Completed,2025-11-17 20:50:13
R0000865,2025-11-17 18:03:29,Housekeeping,Standard,35,2025-11-17 19:26:29,Completed,2025-11-17 18:44:29
R0000866,2025-11-17 14:15:45,Housekeeping,Standard,35,2025-11-17 16:40:45,Completed,2025-11-17 14:53:45
R0000867,2025-11-17 10:50:17,F&B,Standard,25,2025-11-17 12:10:17,Completed,2025-11-17 11:23:17
R0000868,2025-11-17 19:33:37,Maintenance,Standard,55,2025-11-17 21:34:37,Completed,2025-11-17 20:51:37
R0000869,2025-11-17 09:09:10,FrontDesk,Standard,12,2025-11-17 10:13:10,Completed,2025-11-17 09:26:10
R0000870,2025-11-17 12:32:35,F&B,Standard,25,2025-11-17 14:04:35,Completed,2025-11-17 13:13:35
R0000871,2025-11-17 13:47:19,F&B,Standard,25,2025-11-17 14:57:19,Completed,2025-11-17 14:34:19
R0000872,2025-11-17 12:03:40,Housekeeping,Standard,35,2025-11-17 14:48:40,Completed,2025-11-17 12:56:40
R0000873,2025-11-17 08:48:22,FrontDesk,Urgent,6,2025-11-17 09:04:22,Completed,2025-11-17 09:17:22
R0000874,2025-11-17 11:31:00,Maintenance,Standard,55,2025-11-17 14:00:00,Completed,2025-11-17 12:55:00
R0000875,2025-11-17 14:23:47,Housekeeping,Standard,35,2025-11-17 16:37:47,Completed,2025-11-17 15:04:47
R0000876,2025-11-17 09:00:57,Maintenance,Standard,55,2025-11-17 10:32:57,Completed,2025-11-17 10:06:57
R0000877,2025-11-17 19:53:54,F&B,Urgent,12,2025-11-17 20:43:54,Completed,2025-11-17 20:10:54
R0000878,2025-11-17 20:43:54,FrontDesk,Standard,12,2025-11-17 23:24:54,Completed,2025-11-17 21:15:54
R0000879,2025-11-17 09:21:02,Housekeeping,Standard,35,2025-11-17 12:05:02,Completed,2025-11-17 10:14:02
R0000880,2025-11-17 16:25:06,Housekeeping,Standard,35,2025-11-17 18:18:06,Completed,2025-11-17 17:17:06
R0000881,2025-11-17 12:27:11,F&B,Standard,25,2025-11-17 15:16:11,Completed,2025-11-17 13:08:11
R0000882,2025-11-17 13:13:56,F&B,Standard,25,2025-11-17 15:57:56,In_Progress,
R0000883,2025-11-17 21:06:46,Housekeeping,Standard,35,2025-11-17 23:27:46,Completed,2025-11-17 22:04:46
R0000884,2025-11-17 22:28:38,FrontDesk,Standard,12,2025-11-17 23:51:38,Completed,2025-11-17 22:41:38
R0000885,2025-11-17 20:05:28,FrontDesk,Standard,12,2025-11-17 21:22:28,Completed,2025-11-17 20:42:28
R0000886,2025-11-17 12:14:26,F&B,Standard,25,2025-11-17 13:39:26,Open,
R0000887,2025-11-17 10:01:29,Housekeeping,Standard,35,2025-11-17 12:30:29,Completed,2025-11-17 10:40:29
R0000888,2025-11-17 13:20:20,FrontDesk,Standard,12,2025-11-17 15:08:20,Completed,2025-11-17 13:58:20
R0000889,2025-11-17 10:23:59,Housekeeping,Standard,35,2025-11-17 13:10:59,Completed,2025-11-17 11:22:59
R0000890,2025-11-17 14:43:09,Housekeeping,Standard,35,2025-11-17 17:00:09,Completed,2025-11-17 15:36:09
R0000891,2025-11-17 14:12:00,Housekeeping,Standard,35,2025-11-17 16:57:00,In_Progress,
R0000892,2025-11-17 18:40:12,Housekeeping,Standard,35,2025-11-17 19:45:12,Completed,2025-11-17 19:39:12
R0000893,2025-11-17 13:38:46,F&B,Standard,25,2025-11-17 16:12:46,Completed,2025-11-17 14:16:46
R0000894,2025-11-17 08:59:05,F&B,Standard,25,2025-11-17 11:14:05,Completed,2025-11-17 09:38:05
R0000895,2025-11-17 18:14:18,FrontDesk,Standard,12,2025-11-17 20:04:18,Completed,2025-11-17 18:31:18
R0000896,2025-11-17 09:13:50,Housekeeping,Standard,35,2025-11-17 12:01:50,Completed,2025-11-17 10:04:50
R0000897,2025-11-17 21:42:59,Housekeeping,Standard,35,2025-11-17 23:16:59,Completed,2025-11-17 22:37:59
R0000898,2025-11-17 21:51:18,F&B,Standard,25,2025-11-17 23:32:18,Completed,2025-11-17 22:43:18
R0000899,2025-11-18 11:28:44,F&B,Urgent,12,2025-11-18 12:00:44,Completed,2025-11-18 12:07:44
R0000900,2025-11-18 07:13:01,Housekeeping,Standard,35,2025-11-18 09:17:01,Completed,2025-11-18 07:55:01
R0000901,2025-11-18 18:57:39,FrontDesk,Standard,12,2025-11-18 21:39:39,Completed,2025-11-18 19:17:39
R0000902,2025-11-18 19:55:44,F&B,Standard,25,2025-11-18 22:01:44,Completed,2025-11-18 20:51:44
R0000903,2025-11-18 15:11:56,Maintenance,Standard,55,2025-11-18 17:38:56,Completed,2025-11-18 16:40:56
R0000904,2025-11-18 12:27:52,F&B,Standard,25,2025-11-18 14:23:52,Completed,2025-11-18 12:50:52
R0000905,2025-11-18 21:12:05,F&B,Standard,25,2025-11-18 23:28:05,Completed,2025-11-18 21:46:05
R0000906,2025-11-18 11:38:22,F&B,Standard,25,2025-11-18 12:45:22,Completed,2025-11-18 12:08:22
R0000907,2025-11-18 16:53:27,Housekeeping,Standard,35,2025-11-18 19:48:27,In_Progress,
R0000908,2025-11-18 20:50:10,Housekeeping,Standard,35,2025-11-18 23:34:10,Completed,2025-11-18 21:19:10
R0000909,2025-11-18 08:42:37,F&B,Urgent,12,2025-11-18 09:18:37,Completed,2025-11-18 09:12:37
R0000910,2025-11-18 07:15:29,FrontDesk,Standard,12,2025-11-18 08:30:29,Completed,2025-11-18 07:32:29
R0000911,2025-11-18 09:42:25,Housekeeping,Standard,35,2025-11-18 11:22:25,Completed,2025-11-18 10:28:25
R0000912,2025-11-18 20:20:55,Housekeeping,Standard,35,2025-11-18 21:44:55,In_Progress,
R0000913,2025-11-18 19:47:59,Maintenance,Standard,55,2025-11-18 22:11:59,Completed,2025-11-18 21:08:59
R0000914,2025-11-18 18:20:35,F&B,Standard,25,2025-11-18 19:36:35,Completed,2025-11-18 18:57:35
R0000915,2025-11-18 11:53:24,Housekeeping,Standard,35,2025-11-18 13:22:24,Completed,2025-11-18 12:39:24
R0000916,2025-11-18 22:25:15,Housekeeping,Urgent,18,2025-11-18 23:18:15,Completed,2025-11-18 22:44:15
R0000917,2025-11-18 12:15:52,FrontDesk,Standard,12,2025-11-18 14:17:52,Completed,2025-11-18 12:49:52
R0000918,2025-11-18 12:56:38,FrontDesk,Standard,12,2025-11-18 15:43:38,Completed,2025-11-18 13:23:38
R0000919,2025-11-18 20:40:40,Maintenance,Standard,55,2025-11-18 22:23:40,Completed,2025-11-18 21:57:40
R0000920,2025-11-18 22:24:29,Housekeeping,Urgent,18,2025-11-18 22:47:29,Completed,2025-11-18 22:41:29
R0000921,2025-11-18 21:23:31,FrontDesk,Standard,12,2025-11-18 23:33:31,Completed,2025-11-18 21:45:31
R0000922,2025-11-18 13:19:58,F&B,Standard,25,2025-11-18 15:20:58,Completed,2025-11-18 13:55:58
R0000923,2025-11-18 17:09:20,Housekeeping,Standard,35,2025-11-18 18:17:20,Completed,2025-11-18 17:46:20
R0000924,2025-11-18 15:07:35,Housekeeping,Standard,35,2025-11-18 16:23:35,Completed,2025-11-18 16:04:35
R0000925,2025-11-18 19:33:13,Housekeeping,Standard,35,2025-11-18 21:57:13,Completed,2025-11-18 20:15:13
R0000926,2025-11-18 13:50:02,F&B,Standard,25,2025-11-18 14:52:02,Open,
R0000927,2025-11-18 21:52:10,Housekeeping,Standard,35,2025-11-19 00:24:10,Completed,2025-11-18 22:31:10
R0000928,2025-11-18 13:36:37,Housekeeping,Standard,35,2025-11-18 15:22:37,Completed,2025-11-18 14:37:37
R0000929,2025-11-18 19:08:02,Housekeeping,Standard,35,2025-11-18 20:20:02,Completed,2025-11-18 20:08:02
R0000930,2025-11-18 19:25:42,Housekeeping,Standard,35,2025-11-18 20:33:42,Completed,2025-11-18 20:13:42
R0000931,2025-11-18 08:11:38,Housekeeping,Standard,35,2025-11-18 10:56:38,Completed,2025-11-18 08:53:38
R0000932,2025-11-18 19:48:25,F&B,Standard,25,2025-11-18 21:34:25,Completed,2025-11-18 20:03:25
R0000933,2025-11-18 07:26:53,FrontDesk,Standard,12,2025-11-18 08:45:53,Completed,2025-11-18 08:06:53
R0000934,2025-11-18 08:29:04,FrontDesk,Standard,12,2025-11-18 09:42:04,Open,
R0000935,2025-11-18 17:36:11,F&B,Standard,25,2025-11-18 20:31:11,Completed,2025-11-18 17:56:11
R0000936,2025-11-18 18:19:59,Maintenance,Standard,55,2025-11-18 20:06:59,Completed,2025-11-18 19:25:59
R0000937,2025-11-18 16:08:38,FrontDesk,Standard,12,2025-11-18 18:39:38,Completed,2025-11-18 16:30:38
R0000938,2025-11-18 10:54:42,Housekeeping,Standard,35,2025-11-18 13:30:42,Completed,2025-11-18 11:47:42
R0000939,2025-11-18 19:29:20,Maintenance,Standard,55,2025-11-18 21:31:20,Completed,2025-11-18 20:52:20
R0000940,2025-11-18 21:13:36,Housekeeping,Standard,35,2025-11-18 22:33:36,Completed,2025-11-18 22:16:36
R0000941,2025-11-18 16:40:50,F&B,Standard,25,2025-11-18 19:19:50,Completed,2025-11-18 17:22:50
R0000942,2025-11-18 19:01:50,FrontDesk,Standard,12,2025-11-18 20:01:50,Completed,2025-11-18 19:32:50
R0000943,2025-11-18 10:28:19,FrontDesk,Standard,12,2025-11-18 11:33:19,Completed,2025-11-18 10:50:19
R0000944,2025-11-18 16:16:53,Maintenance,Standard,55,2025-11-18 18:35:53,Completed,2025-11-18 17:18:53
R0000945,2025-11-18 13:16:22,F&B,Standard,25,2025-11-18 15:39:22,Completed,2025-11-18 14:14:22
R0000946,2025-11-18 14:09:42,Housekeeping,Standard,35,2025-11-18 16:29:42,Completed,2025-11-18 14:50:42
R0000947,2025-11-18 18:39:48,FrontDesk,Standard,12,2025-11-18 20:23:48,Completed,2025-11-18 18:53:48
R0000948,2025-11-18 11:10:44,Housekeeping,Standard,35,2025-11-18 13:17:44,Completed,2025-11-18 11:53:44
R0000949,2025-11-18 09:37:37,Housekeeping,Standard,35,2025-11-18 12:23:37,Completed,2025-11-18 10:38:37
R0000950,2025-11-18 18:09:23,Housekeeping,Standard,35,2025-11-18 19:35:23,Completed,2025-11-18 18:38:23
R0000951,2025-11-18 22:55:13,FrontDesk,Standard,12,2025-11-19 01:43:13,Open,
R0000952,2025-11-18 10:26:00,F&B,Standard,25,2025-11-18 12:44:00,Completed,2025-11-18 10:48:00
R0000953,2025-11-18 12:18:33,Housekeeping,Standard,35,2025-11-18 14:18:33,Completed,2025-11-18 12:57:33
R0000954,2025-11-18 08:11:22,F&B,Urgent,12,2025-11-18 08:26:22,Completed,2025-11-18 08:30:22
R0000955,2025-11-18 19:32:31,Housekeeping,Standard,35,2025-11-18 22:28:31,Completed,2025-11-18 20:16:31
R0000956,2025-11-18 21:52:00,Housekeeping,Standard,35,2025-11-19 00:39:00,Completed,2025-11-18 22:42:00
R0000957,2025-11-18 21:17:59,FrontDesk,Standard,12,2025-11-18 23:29:59,Completed,2025-11-18 21:39:59
R0000958,2025-11-18 16:53:24,FrontDesk,Urgent,6,2025-11-18 17:44:24,Completed,2025-11-18 17:23:24
R0000959,2025-11-18 14:25:16,Housekeeping,Standard,35,2025-11-18 16:18:16,Completed,2025-11-18 15:15:16
R0000960,2025-11-18 20:45:21,F&B,Standard,25,2025-11-18 23:29:21,Completed,2025-11-18 21:06:21
R0000961,2025-11-18 11:42:12,FrontDesk,Standard,12,2025-11-18 14:17:12,Completed,2025-11-18 11:55:12
R0000962,2025-11-18 08:45:48,F&B,Standard,25,2025-11-18 11:11:48,Completed,2025-11-18 09:30:48
R0000963,2025-11-18 14:22:23,F&B,Standard,25,2025-11-18 17:20:23,Completed,2025-11-18 14:41:23
R0000964,2025-11-18 15:19:51,FrontDesk,Standard,12,2025-11-18 16:48:51,Completed,2025-11-18 15:54:51
R0000965,2025-11-18 09:13:12,Housekeeping,Standard,35,2025-11-18 12:10:12,Completed,2025-11-18 10:09:12
R0000966,2025-11-18 10:52:10,FrontDesk,Standard,12,2025-11-18 13:01:10,Completed,2025-11-18 11:17:10
R0000967,2025-11-18 17:57:01,F&B,Standard,25,2025-11-18 19:07:01,Completed,2025-11-18 18:28:01
R0000968,2025-11-18 18:50:34,Housekeeping,Standard,35,2025-11-18 20:51:34,Open,
R0000969,2025-11-18 12:29:20,Housekeeping,Standard,35,2025-11-18 15:16:20,Open,
R0000970,2025-11-18 14:11:02,Housekeeping,Standard,35,2025-11-18 16:33:02,In_Progress,
R0000971,2025-11-18 22:20:16,Housekeeping,Standard,35,2025-11-18 23:28:16,Completed,2025-11-18 23:15:16
R0000972,2025-11-18 15:47:46,FrontDesk,Standard,12,2025-11-18 16:48:46,Completed,2025-11-18 16:16:46
R0000973,2025-11-18 13:18:44,Housekeeping,Standard,35,2025-11-18 16:13:44,Open,
R0000974,2025-11-18 12:12:12,Housekeeping,Standard,35,2025-11-18 14:54:12,Completed,2025-11-18 13:27:12
R0000975,2025-11-18 22:42:36,Housekeeping,Standard,35,2025-11-19 01:09:36,Completed,2025-11-18 23:27:36
R0000976,2025-11-18 13:56:38,Housekeeping,Standard,35,2025-11-18 16:24:38,Open,
R0000977,2025-11-18 16:00:29,FrontDesk,Standard,12,2025-11-18 18:18:29,Completed,2025-11-18 16:25:29
R0000978,2025-11-18 09:21:39,FrontDesk,Standard,12,2025-11-18 10:34:39,Completed,2025-11-18 09:37:39
R0000979,2025-11-18 19:07:11,Housekeeping,Standard,35,2025-11-18 21:33:11,Completed,2025-11-18 20:01:11
R0000980,2025-11-18 11:10:31,FrontDesk,Standard,12,2025-11-18 13:19:31,Open,
R0000981,2025-11-18 18:12:18,Housekeeping,Standard,35,2025-11-18 21:03:18,Open,
R0000982,2025-11-18 19:30:55,F&B,Standard,25,2025-11-18 21:35:55,Completed,2025-11-18 20:09:55
R0000983,2025-11-18 12:11:39,FrontDesk,Standard,12,2025-11-18 14:09:39,Completed,2025-11-18 12:29:39
R0000984,2025-11-18 12:13:05,Housekeeping,Standard,35,2025-11-18 14:36:05,Open,
R0000985,2025-11-18 18:07:19,F&B,Standard,25,2025-11-18 21:00:19,Completed,2025-11-18 19:00:19
R0000986,2025-11-18 21:46:52,Housekeeping,Standard,35,2025-11-18 23:06:52,Completed,2025-11-18 22:38:52
R0000987,2025-11-18 09:04:34,Housekeeping,Standard,35,2025-11-18 11:13:34,Completed,2025-11-18 09:34:34
R0000988,2025-11-18 14:14:49,F&B,Standard,25,2025-11-18 16:41:49,Completed,2025-11-18 14:42:49
R0000989,2025-11-18 07:19:16,Housekeeping,Standard,35,2025-11-18 09:15:16,Completed,2025-11-18 08:10:16
R0000990,2025-11-18 18:28:35,Housekeeping,Standard,35,2025-11-18 20:08:35,Completed,2025-11-18 19:24:35
R0000991,2025-11-18 18:16:43,FrontDesk,Standard,12,2025-11-18 21:01:43,Completed,2025-11-18 18:36:43
R0000992,2025-11-18 12:33:43,Maintenance,Standard,55,2025-11-18 13:42:43,Completed,2025-11-18 13:44:43
R0000993,2025-11-18 11:42:16,Housekeeping,Standard,35,2025-11-18 14:00:16,Completed,2025-11-18 12:22:16
R0000994,2025-11-18 16:08:02,FrontDesk,Standard,12,2025-11-18 17:42:02,Completed,2025-11-18 16:23:02
R0000995,2025-11-18 21:43:13,Housekeeping,Standard,35,2025-11-18 23:44:13,Completed,2025-11-18 22:16:13
R0000996,2025-11-18 11:57:55,Maintenance,Standard,55,2025-11-18 13:29:55,Completed,2025-11-18 13:00:55
R0000997,2025-11-18 18:39:52,FrontDesk,Standard,12,2025-11-18 19:49:52,Completed,2025-11-18 18:58:52
R0000998,2025-11-18 18:43:18,F&B,Standard,25,2025-11-18 20:41:18,Completed,2025-11-18 19:13:18
R0000999,2025-11-18 19:55:28,F&B,Standard,25,2025-11-18 22:35:28,Completed,2025-11-18 20:11:28
R0001000,2025-11-18 19:35:29,Housekeeping,Standard,35,2025-11-18 22:10:29,Open,
R0001001,2025-11-18 07:18:30,F&B,Standard,25,2025-11-18 08:42:30,Completed,2025-11-18 07:50:30
R0001002,2025-11-18 21:30:10,Housekeeping,Standard,35,2025-11-18 22:53:10,Open,
R0001003,2025-11-18 19:33:09,Housekeeping,Standard,35,2025-11-18 22:33:09,Completed,2025-11-18 20:14:09
R0001004,2025-11-18 16:45:34,Housekeeping,Standard,35,2025-11-18 18:42:34,Completed,2025-11-18 17:29:34
R0001005,2025-11-18 12:50:07,Housekeeping,Standard,35,2025-11-18 14:21:07,Completed,2025-11-18 13:38:07
R0001006,2025-11-18 17:08:17,Housekeeping,Standard,35,2025-11-18 18:32:17,Completed,2025-11-18 17:55:17
R0001007,2025-11-18 11:29:07,FrontDesk,Standard,12,2025-11-18 12:38:07,Completed,2025-11-18 12:06:07
R0001008,2025-11-18 14:41:27,FrontDesk,Standard,12,2025-11-18 16:28:27,Completed,2025-11-18 15:02:27
R0001009,2025-11-18 20:53:18,Housekeeping,Standard,35,2025-11-18 22:51:18,Completed,2025-11-18 21:50:18
R0001010,2025-11-18 12:25:50,Housekeeping,Standard,35,2025-11-18 13:53:50,Completed,2025-11-18 13:04:50
R0001011,2025-11-18 09:23:41,Housekeeping,Standard,35,2025-11-18 10:31:41,Completed,2025-11-18 09:54:41
R0001012,2025-11-18 09:41:38,Maintenance,Standard,55,2025-11-18 12:40:38,Open,
R0001013,2025-11-18 18:02:36,Maintenance,Standard,55,2025-11-18 20:24:36,Completed,2025-11-18 19:21:36
R0001014,2025-11-18 17:50:24,FrontDesk,Urgent,6,2025-11-18 18:08:24,Completed,2025-11-18 18:11:24
R0001015,2025-11-18 10:44:33,Housekeeping,Standard,35,2025-11-18 13:38:33,Completed,2025-11-18 11:09:33
R0001016,2025-11-18 12:45:37,Housekeeping,Standard,35,2025-11-18 13:52:37,Completed,2025-11-18 13:41:37
R0001017,2025-11-18 19:31:23,F&B,Standard,25,2025-11-18 21:26:23,Completed,2025-11-18 20:07:23
R0001018,2025-11-18 13:30:44,Housekeeping,Standard,35,2025-11-18 15:20:44,Completed,2025-11-18 14:24:44
R0001019,2025-11-18 16:53:37,Housekeeping,Standard,35,2025-11-18 19:21:37,Completed,2025-11-18 17:35:37
R0001020,2025-11-18 09:30:39,Housekeeping,Standard,35,2025-11-18 11:26:39,Completed,2025-11-18 10:25:39
R0001021,2025-11-18 19:49:00,Housekeeping,Standard,35,2025-11-18 22:32:00,Completed,2025-11-18 20:24:00
R0001022,2025-11-18 20:26:23,FrontDesk,Standard,12,2025-11-18 21:53:23,In_Progress,
R0001023,2025-11-18 07:24:41,F&B,Urgent,12,2025-11-18 07:48:41,Completed,2025-11-18 07:36:41
R0001024,2025-11-18 10:37:17,FrontDesk,Standard,12,2025-11-18 13:19:17,Completed,2025-11-18 10:49:17
R0001025,2025-11-18 10:30:40,Housekeeping,Standard,35,2025-11-18 11:52:40,Completed,2025-11-18 11:25:40
R0001026,2025-11-18 13:05:39,Maintenance,Standard,55,2025-11-18 14:50:39,Completed,2025-11-18 14:33:39
R0001027,2025-11-18 21:24:01,Housekeeping,Standard,35,2025-11-18 23:28:01,In_Progress,
R0001028,2025-11-18 11:53:56,Housekeeping,Standard,35,2025-11-18 14:06:56,Completed,2025-11-18 12:42:56
R0001029,2025-11-18 18:52:32,Housekeeping,Standard,35,2025-11-18 19:57:32,Completed,2025-11-18 19:23:32
R0001030,2025-11-18 18:16:14,FrontDesk,Standard,12,2025-11-18 20:02:14,Completed,2025-11-18 18:27:14
R0001031,2025-11-18 21:33:08,Maintenance,Standard,55,2025-11-18 23:03:08,Completed,2025-11-18 22:40:08
R0001032,2025-11-18 21:10:21,F&B,Urgent,12,2025-11-18 21:53:21,Completed,2025-11-18 21:22:21
R0001033,2025-11-18 12:35:37,Housekeeping,Standard,35,2025-11-18 14:54:37,Completed,2025-11-18 13:43:37
R0001034,2025-11-18 07:26:59,Housekeeping,Standard,35,2025-11-18 09:01:59,In_Progress,
R0001035,2025-11-18 19:54:35,Housekeeping,Standard,35,2025-11-18 21:57:35,Completed,2025-11-18 20:50:35
R0001036,2025-11-18 21:15:53,F&B,Standard,25,2025-11-19 00:11:53,Completed,2025-11-18 22:06:53
